,tide_level
262,3.691818181818182
263,3.789090909090909
264,3.489090909090909
265,5.224545454545455
266,5.162727272727272
267,4.54
268,6.639090909090908
269,6.403636363636363
270,5.51
271,8.000909090909092
272,7.654545454545455
273,6.39
274,9.016363636363636
275,8.433636363636365
276,6.957272727272727
277,9.749090909090908
278,9.043636363636365
279,7.386363636363637
280,10.234545454545454
281,9.43
282,7.678181818181818
283,10.623636363636363
284,9.640909090909092
285,7.6481818181818175
286,10.47090909090909
287,9.44
288,7.463636363636363
289,10.200909090909091
290,10.089090909090908
291,9.889999999999999
292,9.616363636363637
293,8.486363636363636
294,0.0
295,2.3445454545454543
296,7.640000000000001
297,5.814545454545455
298,7.717272727272726
299,6.752727272727271
300,5.13909090909091
301,6.780909090909091
302,5.8972727272727266
303,4.46
304,5.903636363636363
305,5.14
306,3.853636363636363
307,5.08
308,4.408181818181818
309,3.3081818181818177
310,4.323636363636364
311,3.700909090909091
312,2.74
313,3.5727272727272723
314,3.0600000000000005
315,2.2881818181818185
316,2.994545454545454
317,2.5745454545454542
318,1.8945454545454545
319,2.476363636363636
320,2.1345454545454543
321,1.5827272727272728
322,2.0727272727272728
323,1.8127272727272725
324,1.3809090909090906
325,1.8454545454545452
326,1.6300000000000003
327,1.3263636363636364
328,1.8554545454545455
329,1.7618181818181815
330,1.5299999999999998
331,2.290909090909091
332,2.3354545454545454
333,2.1845454545454546
334,3.3399999999999994
335,3.401818181818182
336,3.1181818181818177
337,4.6863636363636365
338,4.666363636363636
339,4.154545454545455
340,6.094545454545455
341,5.919090909090908
342,5.13
343,7.403636363636363
344,7.046363636363637
345,5.9409090909090905
346,8.397272727272728
347,7.869090909090909
348,6.529090909090908
349,9.177272727272726
350,8.52
351,6.949999999999999
352,9.68818181818182
353,8.955454545454545
354,7.321818181818181
355,10.180909090909092
356,9.306363636363637
357,7.475454545454546
358,10.225454545454545
359,9.212727272727273
360,7.316363636363638
361,9.96909090909091
362,9.82
363,9.649090909090908
364,9.475454545454546
365,8.409090909090908
366,0.0
367,6.348181818181818
368,7.70909090909091
369,5.888181818181818
370,5.6872727272727275
371,7.467272727272726
372,7.163636363636362
373,4.992727272727273
374,6.53
375,6.223636363636363
376,5.902727272727272
377,5.624545454545454
378,5.352727272727273
379,3.6845454545454546
380,4.785454545454545
381,4.485454545454545
382,4.224545454545455
383,3.962727272727273
384,3.7118181818181815
385,2.5254545454545454
386,3.2209090909090907
387,3.001818181818182
388,2.8000000000000003
389,2.6136363636363638
390,2.424545454545455
391,1.630909090909091
392,2.068181818181818
393,1.903636363636364
394,1.269090909090909
395,1.6018181818181818
396,1.5045454545454546
397,1.4136363636363638
398,1.3054545454545452
399,1.2445454545454546
400,1.2072727272727268
401,1.2018181818181817
402,1.2372727272727273
403,0.9445454545454546
404,1.4118181818181819
405,1.5863636363636366
406,1.8145454545454542
407,1.887272727272727
408,1.8154545454545457
409,2.8509090909090915
410,2.980909090909091
411,2.8018181818181813
412,4.260909090909091
413,4.291818181818181
414,3.864545454545455
415,5.74
416,5.621818181818181
417,4.868181818181818
418,7.041818181818181
419,6.7272727272727275
420,5.707272727272727
421,8.123636363636363
422,7.638181818181818
423,6.357272727272728
424,8.94818181818182
425,8.326363636363636
426,6.820909090909091
427,9.513636363636364
428,8.777272727272727
429,7.170909090909091
430,9.972727272727273
431,9.13090909090909
432,7.335454545454545
433,10.057272727272728
434,9.969999999999999
435,9.862727272727273
436,9.747272727272728
437,8.711818181818181
438,0.0
439,2.4954545454545456
440,8.229090909090909
441,6.373636363636364
442,8.516363636363636
443,7.434545454545455
444,5.67
445,7.504545454545453
446,6.498181818181817
447,4.912727272727273
448,6.474545454545455
449,5.553636363636364
450,4.1472727272727266
451,5.419090909090909
452,4.667272727272728
453,3.4936363636363637
454,4.576363636363636
455,3.92
456,2.888181818181818
457,3.73909090909091
458,3.1709090909090905
459,2.3190909090909093
460,2.9745454545454546
461,2.5072727272727273
462,1.8163636363636362
463,2.3018181818181818
464,1.9463636363636363
465,1.3881818181818184
466,1.7718181818181817
467,1.469090909090909
468,1.0054545454545454
469,1.2445454545454544
470,1.000909090909091
471,0.6918181818181818
472,0.868181818181818
473,0.67
474,0.5481818181818182
475,0.7563636363636362
476,0.7263636363636364
477,0.6481818181818182
478,1.0145454545454544
479,1.1072727272727272
480,1.1118181818181818
481,1.8054545454545454
482,1.9645454545454546
483,1.9554545454545456
484,3.11
485,3.241818181818182
486,3.021818181818182
487,4.598181818181818
488,4.622727272727273
489,4.158181818181818
490,6.145454545454545
491,6.003636363636363
492,5.190000000000001
493,7.476363636363635
494,7.1409090909090915
495,5.971818181818182
496,8.486363636363636
497,7.972727272727272
498,6.626363636363636
499,9.32090909090909
500,8.649999999999999
501,7.081818181818181
502,9.88
503,9.102727272727273
504,7.387272727272728
505,10.236363636363636
506,10.367272727272727
507,10.37909090909091
508,10.328181818181816
509,9.337272727272726
510,0.0
511,0.0
512,7.340909090909093
513,10.043636363636365
514,9.840909090909092
515,9.582727272727274
516,9.336363636363636
517,9.071818181818182
518,7.946363636363636
519,6.081818181818182
520,8.127272727272727
521,7.807272727272729
522,7.5181818181818185
523,7.24090909090909
524,6.331818181818182
525,4.789090909090908
526,6.297272727272727
527,5.414545454545455
528,4.048181818181818
529,5.254545454545454
530,4.491818181818181
531,3.340909090909091
532,4.326363636363637
533,3.6899999999999995
534,2.7209090909090907
535,3.491818181818182
536,2.9481818181818182
537,2.148181818181818
538,2.761818181818182
539,2.3272727272727276
540,1.6872727272727273
541,2.1545454545454543
542,1.9609090909090907
543,1.7836363636363637
544,1.6172727272727272
545,1.4445454545454546
546,1.2836363636363637
547,1.1427272727272726
548,1.023636363636364
549,0.9381818181818182
550,0.9054545454545455
551,0.9118181818181817
552,0.9772727272727274
553,1.0518181818181818
554,1.211818181818182
555,1.4218181818181819
556,1.7163636363636365
557,1.8745454545454543
558,1.8636363636363635
559,2.9709090909090907
560,3.1236363636363635
561,2.937272727272727
562,4.446363636363636
563,4.456363636363636
564,0.0
565,0.0
566,4.073636363636363
567,4.966363636363636
568,7.191818181818181
569,6.862727272727272
570,5.788181818181819
571,8.214545454545455
572,7.706363636363637
573,6.319999999999999
574,8.942727272727273
575,8.32
576,6.815454545454545
577,9.501818181818182
578,8.757272727272728
579,7.128181818181819
580,9.878181818181819
581,8.999090909090908
582,7.196363636363636
583,9.833636363636366
584,8.850000000000001
585,6.985454545454545
586,9.5
587,9.34727272727273
588,9.16909090909091
589,8.964545454545453
590,7.948181818181817
591,6.11
592,8.136363636363638
593,7.130909090909091
594,5.381818181818183
595,7.103636363636365
596,6.162727272727272
597,4.658181818181817
598,6.145454545454545
599,5.3136363636363635
600,3.98
601,5.193636363636364
602,4.468181818181818
603,3.3400000000000003
604,4.358181818181818
605,3.713636363636363
606,2.7509090909090905
607,3.5772727272727276
608,3.0454545454545454
609,2.230909090909091
610,2.873636363636364
611,2.4072727272727272
612,1.7363636363636366
613,1.6381818181818182
614,1.901818181818182
615,1.3818181818181818
616,1.7454545454545458
617,1.4572727272727273
618,1.0554545454545454
619,1.3445454545454547
620,1.1445454545454548
621,0.8554545454545455
622,1.1490909090909094
623,1.0518181818181818
624,0.0
625,0.0
626,0.25909090909090904
627,0.0
628,0.0
629,0.0
630,0.0
631,0.7509090909090909
632,2.72
633,0.0
634,0.0
635,0.8127272727272729
636,3.4890909090909092
637,5.207272727272727
638,5.147272727272727
639,4.5190909090909095
640,6.578181818181818
641,6.327272727272727
642,5.395454545454545
643,7.707272727272729
644,7.273636363636363
645,6.072727272727272
646,8.55090909090909
647,7.9809090909090905
648,6.578181818181818
649,9.201818181818181
650,9.385454545454547
651,9.542727272727273
652,9.668181818181818
653,9.77
654,9.868181818181817
655,9.915454545454546
656,9.006363636363638
657,7.14
658,9.749090909090908
659,8.772727272727273
660,6.917272727272728
661,9.379999999999999
662,8.36909090909091
663,6.512727272727273
664,8.79
665,7.767272727272727
666,5.925454545454545
667,7.907272727272727
668,6.918181818181818
669,5.917272727272728
670,6.933636363636364
671,6.612727272727272
672,6.334545454545455
673,6.043636363636364
674,5.7245454545454555
675,5.429090909090909
676,4.193636363636363
677,4.848181818181818
678,4.57
679,3.5090909090909093
680,3.6827272727272726
681,3.0872727272727274
682,3.53
683,2.9963636363636366
684,2.477272727272727
685,2.830909090909091
686,2.3836363636363638
687,1.95
688,2.2063636363636365
689,1.8545454545454547
690,1.4972727272727275
691,1.6809090909090911
692,1.389090909090909
693,1.1009090909090913
694,1.2336363636363636
695,1.0181818181818183
696,0.7372727272727272
697,0.9636363636363634
698,0.8363636363636364
699,0.7445454545454545
700,0.9600000000000001
701,0.9409090909090909
702,0.9609090909090909
703,1.332727272727273
704,1.4018181818181819
705,1.3509090909090908
706,2.1172727272727276
707,2.2590909090909084
708,1.1109090909090908
709,3.366363636363636
710,3.463636363636363
711,3.52
712,4.764545454545455
713,4.72090909090909
714,4.680909090909091
715,6.114545454545455
716,5.913636363636363
717,5.061818181818182
718,7.254545454545454
719,6.877272727272726
720,6.460909090909092
721,8.115454545454547
722,8.346363636363636
723,8.554545454545455
724,8.762727272727274
725,8.084545454545454
726,0.0
727,2.5145454545454546
728,8.431818181818182
729,7.670000000000001
730,9.413636363636364
731,8.563636363636364
732,6.823636363636364
733,9.303636363636365
734,8.355454545454545
735,7.3999999999999995
736,8.908181818181818
737,7.948181818181819
738,6.953636363636364
739,8.31090909090909
740,7.343636363636363
741,6.330000000000001
742,7.447272727272729
743,6.476363636363636
744,5.53
745,6.46
746,5.61
747,4.232727272727273
748,5.58090909090909
749,4.833636363636363
750,3.610909090909091
751,4.723636363636364
752,4.044545454545455
753,2.997272727272727
754,3.893636363636364
755,3.319090909090909
756,2.424545454545455
757,3.1554545454545457
758,2.6981818181818187
759,1.9809090909090907
760,2.5500000000000003
761,2.1490909090909094
762,1.5563636363636364
763,1.9854545454545451
764,1.6681818181818182
765,1.2090909090909092
766,1.5554545454545454
767,1.3063636363636364
768,0.9536363636363636
769,1.2490909090909093
770,1.0909090909090908
771,0.8536363636363635
772,1.185454545454545
773,1.1163636363636364
774,0.9463636363636364
775,1.440909090909091
776,1.4454545454545455
777,1.3336363636363637
778,2.0445454545454544
779,2.320909090909091
780,2.648181818181818
781,3.0045454545454544
782,3.071818181818182
783,2.8172727272727274
784,4.243636363636363
785,4.225454545454546
786,3.7418181818181817
787,5.502727272727273
788,5.3554545454545455
789,4.620909090909091
790,6.670909090909091
791,6.368181818181818
792,5.370000000000001
793,7.617272727272728
794,7.89
795,8.132727272727273
796,8.33090909090909
797,7.715454545454546
798,0.0
799,2.421818181818182
800,8.145454545454545
801,6.612727272727272
802,9.17909090909091
803,8.427272727272726
804,6.775454545454545
805,9.297272727272729
806,8.417272727272728
807,6.650909090909092
808,9.055454545454545
809,8.129090909090909
810,6.391818181818182
811,8.643636363636363
812,8.436363636363636
813,8.231818181818182
814,8.002727272727272
815,7.711818181818182
816,7.392727272727274
817,7.122727272727274
818,6.802727272727274
819,6.476363636363637
820,6.188181818181818
821,5.39
822,4.0672727272727265
823,5.33909090909091
824,4.616363636363636
825,3.455454545454545
826,4.518181818181818
827,3.8754545454545455
828,2.8754545454545455
829,3.7536363636363643
830,3.510909090909091
831,3.276363636363637
832,3.055454545454545
833,2.5872727272727274
834,1.8963636363636367
835,2.43
836,2.040909090909091
837,1.469090909090909
838,1.86
839,1.5445454545454547
840,1.09
841,1.3709090909090909
842,1.1227272727272728
843,0.7872727272727272
844,0.9945454545454545
845,0.8290909090909092
846,0.6081818181818183
847,0.7945454545454546
848,0.7245454545454546
849,0.6345454545454545
850,0.9372727272727274
851,0.9599999999999999
852,0.9236363636363637
853,1.4554545454545453
854,1.5318181818181815
855,1.478181818181818
856,2.341818181818182
857,2.4136363636363636
858,2.288181818181818
859,3.4927272727272722
860,3.566363636363636
861,3.205454545454545
862,4.787272727272728
863,4.724545454545455
864,4.135454545454546
865,6.015454545454546
866,6.375454545454546
867,6.703636363636363
868,6.994545454545453
869,6.596363636363635
870,5.507272727272727
871,7.75909090909091
872,7.2236363636363645
873,5.933636363636364
874,8.272727272727273
875,7.621818181818182
876,6.178181818181818
877,8.56181818181818
878,7.847272727272728
879,6.324545454545455
880,8.695454545454545
881,7.883636363636364
882,6.255454545454546
883,8.524545454545454
884,7.643636363636364
885,5.997272727272727
886,8.112727272727271
887,7.20909090909091
888,5.592727272727273
889,7.49
890,6.599090909090908
891,5.027272727272727
892,6.65
893,5.8109090909090915
894,4.397272727272727
895,5.814545454545455
896,5.0627272727272725
897,3.8245454545454547
898,5.04
899,4.371818181818182
900,3.2718181818181815
901,4.296363636363637
902,3.7027272727272726
903,2.765454545454545
904,3.616363636363637
905,3.106363636363636
906,2.3054545454545456
907,2.995454545454545
908,2.537272727272727
909,1.8590909090909093
910,2.4054545454545457
911,2.06
912,1.5272727272727273
913,1.9699999999999998
914,1.6781818181818182
915,1.247272727272727
916,1.6363636363636365
917,1.4354545454545455
918,1.1072727272727272
919,1.497272727272727
920,1.3618181818181816
921,1.130909090909091
922,1.5909090909090908
923,1.5181818181818179
924,1.3281818181818181
925,1.967272727272727
926,1.9618181818181817
927,1.761818181818182
928,2.637272727272727
929,2.6454545454545455
930,2.39
931,3.5736363636363637
932,3.5545454545454547
933,3.159090909090909
934,4.656363636363635
935,4.543636363636363
936,3.9536363636363636
937,5.745454545454546
938,6.09909090909091
939,6.445454545454544
940,6.758181818181819
941,6.367272727272728
942,2.014545454545454
943,7.557272727272727
944,7.058181818181819
945,5.8127272727272725
946,8.127272727272727
947,7.51
948,6.11
949,8.476363636363637
950,7.794545454545454
951,6.314545454545455
952,8.727272727272727
953,7.9409090909090905
954,6.343636363636364
955,8.69
956,7.843636363636364
957,6.2
958,8.439090909090908
959,7.5627272727272725
960,5.921818181818182
961,7.980909090909093
962,7.098181818181818
963,5.485454545454545
964,7.342727272727271
965,6.431818181818182
966,4.885454545454545
967,6.4845454545454535
968,5.66090909090909
969,4.294545454545455
970,5.692727272727272
971,4.963636363636364
972,3.763636363636364
973,4.962727272727273
974,4.296363636363636
975,3.226363636363636
976,4.236363636363636
977,3.6563636363636367
978,2.734545454545455
979,3.58090909090909
980,3.0736363636363637
981,2.2854545454545456
982,2.975454545454546
983,2.5363636363636366
984,1.8718181818181818
985,2.4336363636363636
986,2.0700000000000003
987,1.5227272727272727
988,1.9645454545454542
989,1.6745454545454548
990,1.2281818181818183
991,1.6
992,1.3754545454545455
993,1.0436363636363635
994,1.3990909090909094
995,1.2436363636363637
996,0.993636363636364
997,1.3845454545454547
998,1.3172727272727272
999,1.1263636363636365
1000,1.6390909090909092
1001,1.5990909090909091
1002,1.4200000000000002
1003,2.1336363636363633
1004,2.15
1005,1.9554545454545453
1006,2.9590909090909094
1007,2.98
1008,2.6872727272727275
1009,3.9918181818181817
1010,3.9318181818181817
1011,3.472727272727272
1012,5.078181818181817
1013,4.926363636363636
1014,4.238181818181818
1015,6.108181818181818
1016,5.814545454545454
1017,4.8909090909090915
1018,6.930909090909092
1019,6.49
1020,5.367272727272727
1021,7.535454545454545
1022,6.986363636363635
1023,5.703636363636363
1024,7.947272727272726
1025,7.286363636363637
1026,5.895454545454545
1027,8.132727272727273
1028,7.421818181818183
1029,5.959090909090909
1030,8.16818181818182
1031,7.406363636363637
1032,5.859999999999999
1033,7.98
1034,7.163636363636365
1035,5.609090909090909
1036,7.5990909090909105
1037,6.753636363636364
1038,5.240909090909091
1039,7.039090909090908
1040,6.20090909090909
1041,4.728181818181818
1042,6.273636363636364
1043,5.483636363636363
1044,4.18
1045,5.551818181818182
1046,4.8554545454545455
1047,3.7018181818181817
1048,4.909999999999999
1049,4.270909090909091
1050,3.2245454545454546
1051,4.26
1052,3.691818181818182
1053,2.7827272727272727
1054,3.660909090909091
1055,3.1754545454545453
1056,2.4063636363636363
1057,3.173636363636364
1058,2.750909090909091
1059,2.066363636363636
1060,2.714545454545455
1061,2.3518181818181816
1062,1.7736363636363635
1063,2.3499999999999996
1064,2.061818181818182
1065,1.5881818181818181
1066,2.1427272727272726
1067,1.9281818181818187
1068,1.5463636363636362
1069,2.1500000000000004
1070,1.999090909090909
1071,1.6645454545454543
1072,2.37
1073,2.2563636363636363
1074,1.9318181818181819
1075,2.7972727272727274
1076,2.7127272727272724
1077,2.3609090909090913
1078,3.4390909090909094
1079,3.340909090909091
1080,2.9127272727272726
1081,4.246363636363636
1082,4.542727272727273
1083,4.823636363636364
1084,5.120000000000001
1085,4.921818181818182
1086,0.0
1087,4.425454545454546
1088,5.746363636363637
1089,4.851818181818182
1090,6.885454545454545
1091,6.46090909090909
1092,5.364545454545454
1093,7.544545454545454
1094,7.01090909090909
1095,5.7272727272727275
1096,8.020909090909091
1097,7.3927272727272735
1098,5.997272727272727
1099,8.315454545454545
1100,7.625454545454545
1101,6.148181818181819
1102,8.478181818181822
1103,7.717272727272728
1104,6.157272727272727
1105,8.42090909090909
1106,7.585454545454547
1107,5.989090909090908
1108,8.14090909090909
1109,7.297272727272727
1110,5.704545454545454
1111,7.69909090909091
1112,6.847272727272728
1113,5.291818181818181
1114,7.079090909090908
1115,6.2272727272727275
1116,4.759090909090909
1117,6.331818181818182
1118,6.090909090909093
1119,5.83909090909091
1120,5.606363636363636
1121,4.9390909090909085
1122,3.772727272727273
1123,4.99090909090909
1124,4.338181818181819
1125,3.289090909090909
1126,4.324545454545454
1127,3.7463636363636357
1128,2.849090909090909
1129,3.7463636363636366
1130,3.2490909090909095
1131,2.4554545454545456
1132,3.2327272727272724
1133,2.7972727272727274
1134,2.081818181818182
1135,2.727272727272727
1136,2.357272727272727
1137,1.789090909090909
1138,2.3390909090909093
1139,2.0281818181818183
1140,1.538181818181818
1141,2.0472727272727274
1142,1.8018181818181822
1143,1.4063636363636363
1144,1.9436363636363636
1145,1.7663636363636364
1146,1.4136363636363634
1147,1.9845454545454546
1148,1.8772727272727274
1149,1.581818181818182
1150,2.2827272727272723
1151,2.193636363636364
1152,0.0
